"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"WINAQ"	"UNE"	"VALOR"	"UNIONISTA"	"FCN_NACION"	"VIVA"	"PPT"	"UCN"	"CONVERGENCIA"	"EG"	"CREO"	"SEMILLA"	"FUERZA"	"PC"	"PODEMOS"	"BIEN"	"LIBRE"	"URNG_MAIZ"	"VICTORIA"	"UNIDOS"	"PHG"	"PAN"	"AVANZA"	"MLP"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"3399"	"3"	"1"	"10"	"2"	"380"	"6"	"34"	"8"	"19"	"7"	"8"	"5"	"14"	"0"	"0"	"0"	"2"	"7"	"9"	"2"	"3"	"0"	"9"	"2"	"8"	"5"	"0"	"10"	"7"	"1"	"7"	"0"	"0"	"0"	"0"	"173"	"173"	"14"	"3"	"0"	"190"	"190"	"1"	"0"
"3400"	"3"	"1"	"10"	"1"	"380"	"9"	"36"	"17"	"4"	"7"	"8"	"5"	"12"	"0"	"2"	"3"	"2"	"7"	"9"	"3"	"0"	"3"	"6"	"1"	"13"	"2"	"1"	"24"	"7"	"4"	"8"	"0"	"0"	"0"	"0"	"193"	"193"	"22"	"3"	"0"	"218"	"218"	"1"	"1"
"3401"	"3"	"1"	"10"	"1"	"380"	"5"	"57"	"18"	"4"	"8"	"9"	"2"	"9"	"0"	"1"	"2"	"1"	"9"	"16"	"3"	"1"	"5"	"7"	"3"	"12"	"8"	"2"	"24"	"10"	"3"	"8"	"0"	"0"	"0"	"0"	"227"	"227"	"20"	"2"	"0"	"249"	"249"	"1"	"0"
"3402"	"3"	"1"	"10"	"2"	"315"	"17"	"32"	"11"	"9"	"5"	"5"	"1"	"11"	"2"	"2"	"2"	"1"	"2"	"12"	"0"	"1"	"2"	"8"	"1"	"11"	"9"	"2"	"13"	"6"	"1"	"4"	"0"	"0"	"0"	"0"	"170"	"170"	"18"	"2"	"0"	"190"	"190"	"1"	"0"
"3403"	"3"	"1"	"10"	"2"	"314"	"6"	"31"	"7"	"3"	"5"	"6"	"3"	"3"	"0"	"2"	"1"	"2"	"4"	"7"	"0"	"2"	"1"	"6"	"3"	"11"	"5"	"0"	"4"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"121"	"121"	"11"	"2"	"0"	"134"	"134"	"1"	"0"
"3404"	"3"	"1"	"10"	"1"	"380"	"7"	"15"	"5"	"23"	"2"	"50"	"40"	"3"	"0"	"6"	"1"	"1"	"2"	"2"	"5"	"2"	"0"	"6"	"2"	"4"	"1"	"2"	"5"	"4"	"2"	"6"	"0"	"0"	"0"	"0"	"196"	"196"	"17"	"23"	"0"	"236"	"236"	"1"	"0"
"3405"	"3"	"1"	"10"	"1"	"380"	"4"	"9"	"3"	"20"	"4"	"42"	"59"	"4"	"0"	"4"	"1"	"0"	"4"	"4"	"2"	"2"	"2"	"2"	"2"	"10"	"1"	"0"	"4"	"6"	"0"	"4"	"0"	"0"	"0"	"0"	"193"	"193"	"28"	"20"	"0"	"241"	"241"	"1"	"0"
"3406"	"3"	"1"	"10"	"1"	"375"	"6"	"19"	"8"	"14"	"5"	"37"	"53"	"4"	"0"	"2"	"1"	"2"	"5"	"2"	"1"	"1"	"2"	"5"	"3"	"5"	"2"	"0"	"2"	"4"	"2"	"11"	"0"	"0"	"0"	"0"	"196"	"196"	"19"	"20"	"0"	"235"	"235"	"1"	"0"
"3407"	"3"	"1"	"10"	"1"	"379"	"7"	"9"	"2"	"20"	"0"	"33"	"50"	"3"	"3"	"1"	"0"	"8"	"5"	"3"	"3"	"3"	"3"	"4"	"4"	"6"	"2"	"2"	"4"	"8"	"4"	"7"	"0"	"0"	"0"	"0"	"194"	"194"	"28"	"23"	"0"	"245"	"245"	"1"	"0"
"3408"	"3"	"1"	"10"	"1"	"380"	"7"	"19"	"3"	"23"	"1"	"39"	"59"	"0"	"1"	"2"	"0"	"9"	"2"	"3"	"0"	"0"	"2"	"6"	"0"	"0"	"8"	"1"	"9"	"7"	"0"	"7"	"0"	"0"	"0"	"0"	"208"	"208"	"35"	"26"	"0"	"269"	"269"	"1"	"0"
"3409"	"3"	"1"	"10"	"1"	"380"	"8"	"9"	"1"	"29"	"1"	"44"	"52"	"3"	"5"	"2"	"1"	"5"	"2"	"3"	"1"	"1"	"2"	"2"	"2"	"4"	"4"	"3"	"7"	"13"	"2"	"7"	"0"	"0"	"0"	"0"	"213"	"213"	"14"	"28"	"0"	"255"	"255"	"1"	"0"
"3410"	"3"	"1"	"10"	"1"	"380"	"9"	"12"	"1"	"32"	"5"	"29"	"54"	"4"	"0"	"2"	"2"	"3"	"6"	"2"	"0"	"4"	"0"	"3"	"2"	"6"	"3"	"1"	"6"	"7"	"1"	"11"	"0"	"0"	"0"	"0"	"205"	"205"	"25"	"14"	"0"	"242"	"244"	"0"	"0"
"3411"	"3"	"1"	"10"	"1"	"380"	"8"	"7"	"11"	"22"	"0"	"34"	"34"	"4"	"1"	"2"	"2"	"4"	"5"	"2"	"2"	"2"	"4"	"1"	"2"	"2"	"4"	"0"	"7"	"11"	"0"	"6"	"0"	"0"	"0"	"0"	"177"	"177"	"27"	"13"	"0"	"217"	"217"	"1"	"0"
"3412"	"3"	"1"	"10"	"1"	"380"	"9"	"12"	"4"	"17"	"4"	"30"	"43"	"4"	"1"	"3"	"0"	"2"	"2"	"6"	"2"	"2"	"0"	"5"	"1"	"5"	"2"	"3"	"7"	"8"	"0"	"10"	"0"	"0"	"0"	"0"	"182"	"182"	"14"	"12"	"0"	"208"	"208"	"1"	"0"
"3413"	"3"	"1"	"10"	"1"	"379"	"5"	"19"	"3"	"19"	"0"	"38"	"44"	"4"	"0"	"5"	"0"	"6"	"5"	"7"	"2"	"1"	"3"	"7"	"0"	"4"	"4"	"2"	"7"	"9"	"1"	"11"	"0"	"0"	"0"	"0"	"206"	"206"	"15"	"20"	"0"	"241"	"241"	"1"	"0"
"3414"	"3"	"1"	"10"	"1"	"380"	"11"	"14"	"5"	"7"	"7"	"41"	"33"	"5"	"1"	"3"	"2"	"3"	"4"	"5"	"3"	"2"	"2"	"3"	"1"	"6"	"2"	"3"	"4"	"5"	"3"	"2"	"2"	"3"	"1"	"6"	"197"	"197"	"18"	"20"	"0"	"235"	"235"	"1"	"0"
"3415"	"3"	"1"	"10"	"1"	"380"	"9"	"13"	"7"	"19"	"3"	"29"	"34"	"6"	"1"	"2"	"1"	"2"	"3"	"5"	"2"	"3"	"5"	"5"	"2"	"7"	"2"	"2"	"6"	"10"	"1"	"6"	"0"	"0"	"0"	"0"	"185"	"185"	"23"	"16"	"0"	"224"	"224"	"1"	"0"
"3416"	"3"	"1"	"10"	"1"	"380"	"10"	"10"	"2"	"15"	"3"	"37"	"47"	"5"	"2"	"2"	"1"	"8"	"3"	"6"	"1"	"1"	"2"	"8"	"0"	"3"	"5"	"2"	"11"	"6"	"0"	"16"	"0"	"0"	"0"	"0"	"202"	"206"	"21"	"13"	"0"	"236"	"240"	"0"	"0"
"3417"	"3"	"1"	"10"	"1"	"380"	"8"	"7"	"3"	"19"	"5"	"37"	"46"	"0"	"4"	"3"	"1"	"4"	"3"	"6"	"0"	"2"	"1"	"3"	"1"	"2"	"0"	"1"	"3"	"11"	"0"	"6"	"0"	"0"	"0"	"0"	"180"	"176"	"30"	"23"	"0"	"229"	"229"	"0"	"0"
"3418"	"3"	"1"	"10"	"1"	"380"	"10"	"7"	"3"	"11"	"0"	"36"	"36"	"5"	"3"	"2"	"2"	"3"	"1"	"1"	"0"	"5"	"1"	"6"	"0"	"9"	"3"	"2"	"5"	"10"	"4"	"11"	"0"	"0"	"0"	"0"	"176"	"176"	"24"	"18"	"0"	"218"	"218"	"1"	"0"
"3419"	"3"	"1"	"10"	"1"	"380"	"9"	"12"	"4"	"12"	"2"	"40"	"48"	"3"	"2"	"3"	"3"	"6"	"1"	"3"	"1"	"2"	"1"	"1"	"0"	"2"	"3"	"6"	"1"	"3"	"1"	"2"	"1"	"1"	"0"	"2"	"170"	"170"	"22"	"18"	"0"	"210"	"210"	"1"	"0"
"3420"	"3"	"1"	"10"	"1"	"380"	"8"	"4"	"2"	"14"	"2"	"32"	"41"	"1"	"6"	"2"	"2"	"4"	"2"	"4"	"4"	"3"	"0"	"4"	"6"	"1"	"1"	"0"	"10"	"5"	"5"	"2"	"0"	"0"	"0"	"0"	"152"	"165"	"16"	"29"	"0"	"204"	"210"	"0"	"0"
"3421"	"3"	"1"	"10"	"1"	"380"	"10"	"8"	"1"	"17"	"1"	"33"	"49"	"0"	"1"	"4"	"0"	"2"	"4"	"3"	"1"	"4"	"2"	"3"	"0"	"3"	"0"	"2"	"4"	"3"	"1"	"4"	"2"	"3"	"0"	"3"	"172"	"172"	"34"	"11"	"0"	"217"	"217"	"1"	"0"
"3422"	"3"	"1"	"10"	"1"	"380"	"10"	"8"	"2"	"21"	"3"	"32"	"41"	"4"	"1"	"1"	"0"	"2"	"6"	"3"	"0"	"3"	"1"	"2"	"2"	"0"	"7"	"0"	"1"	"5"	"0"	"7"	"0"	"0"	"0"	"0"	"162"	"162"	"23"	"9"	"0"	"194"	"194"	"1"	"0"
"3423"	"3"	"1"	"10"	"1"	"380"	"11"	"13"	"9"	"10"	"4"	"22"	"29"	"4"	"1"	"2"	"3"	"3"	"1"	"4"	"1"	"0"	"2"	"4"	"1"	"0"	"3"	"3"	"1"	"4"	"1"	"0"	"2"	"4"	"1"	"0"	"156"	"156"	"16"	"18"	"4"	"190"	"190"	"1"	"0"
"3424"	"3"	"1"	"10"	"1"	"214"	"12"	"5"	"6"	"11"	"4"	"23"	"33"	"2"	"1"	"4"	"0"	"1"	"2"	"4"	"1"	"0"	"0"	"2"	"0"	"3"	"0"	"1"	"2"	"4"	"1"	"0"	"0"	"2"	"0"	"3"	"138"	"138"	"4"	"3"	"0"	"145"	"145"	"1"	"0"
"3425"	"3"	"1"	"10"	"1"	"213"	"6"	"6"	"1"	"6"	"0"	"18"	"21"	"2"	"2"	"1"	"1"	"1"	"3"	"3"	"0"	"2"	"2"	"2"	"0"	"2"	"1"	"1"	"4"	"3"	"2"	"3"	"0"	"0"	"0"	"0"	"93"	"93"	"3"	"11"	"0"	"107"	"107"	"1"	"0"
"3426"	"3"	"1"	"10"	"1"	"400"	"8"	"4"	"6"	"19"	"4"	"26"	"6"	"17"	"0"	"1"	"2"	"15"	"2"	"3"	"4"	"2"	"1"	"8"	"1"	"4"	"2"	"15"	"2"	"3"	"4"	"2"	"1"	"8"	"1"	"4"	"180"	"180"	"22"	"13"	"0"	"215"	"215"	"1"	"0"
"3427"	"3"	"1"	"10"	"1"	"400"	"12"	"7"	"7"	"23"	"4"	"41"	"4"	"15"	"2"	"0"	"1"	"11"	"4"	"1"	"3"	"0"	"1"	"6"	"1"	"3"	"4"	"3"	"11"	"3"	"1"	"14"	"0"	"0"	"0"	"0"	"182"	"182"	"14"	"14"	"0"	"210"	"210"	"1"	"0"
"3428"	"3"	"1"	"10"	"1"	"400"	"8"	"12"	"7"	"16"	"0"	"26"	"8"	"16"	"2"	"1"	"0"	"10"	"2"	"5"	"1"	"0"	"0"	"9"	"1"	"4"	"0"	"10"	"2"	"5"	"1"	"0"	"0"	"9"	"1"	"4"	"161"	"161"	"20"	"19"	"0"	"200"	"200"	"1"	"0"
"3429"	"3"	"1"	"10"	"1"	"399"	"7"	"10"	"9"	"9"	"4"	"21"	"7"	"25"	"1"	"0"	"6"	"10"	"7"	"9"	"4"	"1"	"0"	"10"	"2"	"3"	"4"	"2"	"12"	"7"	"3"	"11"	"0"	"0"	"0"	"0"	"184"	"184"	"12"	"12"	"0"	"208"	"208"	"1"	"0"
"3430"	"3"	"1"	"10"	"1"	"393"	"8"	"8"	"10"	"14"	"3"	"31"	"8"	"19"	"0"	"5"	"0"	"10"	"6"	"8"	"1"	"2"	"0"	"7"	"2"	"5"	"6"	"3"	"2"	"12"	"1"	"15"	"0"	"0"	"0"	"0"	"186"	"186"	"18"	"15"	"0"	"219"	"219"	"1"	"0"
"3431"	"3"	"1"	"10"	"1"	"400"	"14"	"2"	"16"	"11"	"3"	"34"	"9"	"23"	"3"	"3"	"3"	"5"	"4"	"8"	"0"	"2"	"2"	"9"	"2"	"6"	"5"	"3"	"6"	"8"	"2"	"14"	"0"	"0"	"0"	"0"	"197"	"197"	"12"	"12"	"0"	"221"	"221"	"1"	"0"
"3432"	"3"	"1"	"10"	"1"	"400"	"4"	"4"	"11"	"15"	"6"	"27"	"6"	"10"	"3"	"2"	"2"	"7"	"4"	"6"	"3"	"0"	"0"	"11"	"0"	"3"	"5"	"6"	"10"	"14"	"1"	"11"	"0"	"0"	"0"	"0"	"171"	"171"	"24"	"15"	"0"	"210"	"210"	"1"	"0"
"3433"	"3"	"1"	"10"	"1"	"348"	"3"	"7"	"4"	"18"	"2"	"22"	"2"	"9"	"1"	"3"	"0"	"5"	"1"	"3"	"0"	"3"	"2"	"9"	"4"	"2"	"0"	"5"	"1"	"3"	"0"	"3"	"2"	"9"	"4"	"2"	"121"	"121"	"17"	"9"	"0"	"147"	"147"	"1"	"0"
"3434"	"3"	"1"	"10"	"1"	"348"	"7"	"10"	"15"	"12"	"3"	"19"	"4"	"15"	"3"	"0"	"5"	"2"	"4"	"10"	"1"	"0"	"1"	"3"	"3"	"5"	"5"	"2"	"4"	"10"	"1"	"0"	"1"	"3"	"3"	"5"	"174"	"174"	"12"	"7"	"0"	"193"	"193"	"1"	"0"
"3435"	"3"	"1"	"10"	"2"	"600"	"11"	"13"	"10"	"17"	"3"	"33"	"16"	"6"	"3"	"3"	"0"	"8"	"7"	"9"	"2"	"4"	"0"	"5"	"0"	"6"	"2"	"5"	"8"	"17"	"5"	"14"	"0"	"0"	"0"	"0"	"207"	"207"	"22"	"24"	"0"	"253"	"253"	"1"	"0"
"3436"	"3"	"1"	"10"	"2"	"594"	"11"	"10"	"7"	"21"	"4"	"29"	"15"	"21"	"0"	"3"	"1"	"6"	"6"	"7"	"3"	"1"	"1"	"3"	"5"	"7"	"8"	"1"	"0"	"14"	"4"	"0"	"0"	"0"	"0"	"0"	"205"	"188"	"45"	"29"	"0"	"279"	"262"	"0"	"0"
"3437"	"3"	"1"	"10"	"2"	"600"	"4"	"14"	"17"	"15"	"4"	"43"	"14"	"12"	"1"	"4"	"5"	"12"	"5"	"11"	"3"	"1"	"0"	"10"	"2"	"3"	"2"	"2"	"11"	"9"	"1"	"8"	"0"	"0"	"0"	"0"	"214"	"213"	"26"	"30"	"0"	"270"	"269"	"0"	"0"
"3438"	"3"	"1"	"10"	"1"	"600"	"9"	"19"	"11"	"20"	"2"	"40"	"16"	"16"	"3"	"1"	"2"	"14"	"8"	"8"	"2"	"4"	"2"	"4"	"3"	"8"	"2"	"5"	"9"	"10"	"1"	"18"	"0"	"0"	"0"	"0"	"237"	"237"	"28"	"14"	"0"	"279"	"279"	"1"	"0"
"3439"	"3"	"1"	"10"	"1"	"600"	"10"	"9"	"9"	"14"	"4"	"39"	"20"	"14"	"3"	"3"	"2"	"5"	"12"	"18"	"3"	"2"	"1"	"8"	"4"	"14"	"1"	"0"	"7"	"21"	"2"	"11"	"0"	"0"	"0"	"0"	"236"	"236"	"20"	"20"	"0"	"276"	"276"	"1"	"0"
"3440"	"3"	"1"	"10"	"2"	"0"	"8"	"19"	"7"	"10"	"8"	"46"	"16"	"10"	"3"	"1"	"1"	"10"	"5"	"0"	"6"	"1"	"4"	"10"	"2"	"6"	"4"	"3"	"5"	"8"	"1"	"11"	"0"	"0"	"0"	"0"	"205"	"205"	"30"	"18"	"0"	"253"	"253"	"1"	"0"
"3441"	"3"	"1"	"10"	"1"	"600"	"13"	"11"	"14"	"14"	"2"	"33"	"16"	"6"	"4"	"8"	"2"	"8"	"12"	"14"	"5"	"4"	"3"	"4"	"1"	"14"	"3"	"3"	"5"	"14"	"3"	"19"	"0"	"0"	"0"	"0"	"235"	"235"	"37"	"22"	"0"	"294"	"294"	"1"	"0"
"3442"	"3"	"1"	"10"	"2"	"600"	"4"	"11"	"12"	"15"	"2"	"39"	"16"	"8"	"5"	"2"	"7"	"9"	"10"	"18"	"0"	"7"	"1"	"10"	"2"	"8"	"6"	"4"	"8"	"12"	"3"	"15"	"0"	"0"	"0"	"0"	"234"	"234"	"24"	"30"	"0"	"288"	"288"	"1"	"0"
"3443"	"3"	"1"	"10"	"2"	"600"	"8"	"14"	"9"	"11"	"5"	"51"	"9"	"11"	"1"	"5"	"1"	"9"	"6"	"13"	"4"	"5"	"1"	"5"	"2"	"13"	"9"	"5"	"7"	"7"	"6"	"12"	"0"	"0"	"0"	"0"	"229"	"229"	"23"	"27"	"0"	"279"	"279"	"1"	"0"
"3444"	"3"	"1"	"10"	"2"	"600"	"5"	"16"	"12"	"8"	"2"	"30"	"17"	"8"	"1"	"1"	"1"	"10"	"5"	"16"	"1"	"1"	"1"	"6"	"4"	"15"	"3"	"1"	"11"	"8"	"3"	"11"	"0"	"0"	"0"	"0"	"197"	"197"	"26"	"33"	"0"	"256"	"256"	"1"	"0"
"3445"	"3"	"1"	"10"	"2"	"600"	"11"	"17"	"7"	"12"	"2"	"41"	"21"	"4"	"0"	"0"	"1"	"7"	"8"	"11"	"2"	"2"	"3"	"7"	"1"	"7"	"5"	"1"	"7"	"20"	"1"	"12"	"0"	"0"	"0"	"0"	"210"	"210"	"24"	"22"	"0"	"256"	"256"	"1"	"0"
"3446"	"3"	"1"	"10"	"1"	"600"	"3"	"9"	"9"	"13"	"2"	"34"	"12"	"4"	"2"	"2"	"1"	"6"	"0"	"16"	"3"	"0"	"1"	"10"	"2"	"11"	"4"	"1"	"8"	"9"	"1"	"17"	"0"	"0"	"0"	"0"	"180"	"180"	"22"	"33"	"0"	"235"	"235"	"1"	"0"
"3447"	"3"	"1"	"10"	"2"	"600"	"4"	"14"	"7"	"15"	"3"	"36"	"15"	"4"	"2"	"0"	"2"	"2"	"4"	"7"	"4"	"2"	"2"	"2"	"0"	"5"	"7"	"2"	"2"	"15"	"2"	"9"	"0"	"0"	"0"	"0"	"167"	"167"	"14"	"19"	"0"	"200"	"200"	"1"	"0"
"3448"	"3"	"1"	"10"	"1"	"600"	"3"	"7"	"3"	"11"	"1"	"31"	"15"	"3"	"0"	"1"	"0"	"4"	"6"	"3"	"2"	"1"	"1"	"3"	"0"	"11"	"5"	"3"	"3"	"9"	"2"	"7"	"0"	"0"	"0"	"0"	"135"	"135"	"31"	"23"	"0"	"189"	"189"	"1"	"0"
"3449"	"3"	"1"	"10"	"1"	"466"	"3"	"5"	"0"	"12"	"4"	"24"	"12"	"4"	"1"	"4"	"4"	"2"	"4"	"7"	"0"	"0"	"0"	"1"	"2"	"2"	"2"	"1"	"5"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"109"	"106"	"9"	"6"	"0"	"124"	"121"	"0"	"0"
"3450"	"3"	"1"	"10"	"1"	"466"	"3"	"2"	"1"	"4"	"1"	"13"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"5"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"5"	"0"	"1"	"0"	"2"	"0"	"0"	"54"	"54"	"9"	"10"	"0"	"73"	"73"	"1"	"0"
"3451"	"3"	"1"	"11"	"2"	"400"	"16"	"1"	"13"	"29"	"7"	"3"	"4"	"5"	"0"	"42"	"1"	"3"	"5"	"22"	"7"	"1"	"4"	"6"	"2"	"7"	"6"	"3"	"23"	"3"	"7"	"7"	"0"	"0"	"0"	"0"	"227"	"227"	"39"	"19"	"0"	"285"	"285"	"1"	"0"
"3452"	"3"	"1"	"11"	"2"	"400"	"25"	"3"	"9"	"29"	"10"	"3"	"6"	"5"	"1"	"32"	"2"	"4"	"3"	"20"	"12"	"1"	"1"	"14"	"2"	"6"	"8"	"3"	"15"	"4"	"2"	"7"	"0"	"0"	"0"	"0"	"227"	"227"	"47"	"26"	"0"	"300"	"300"	"1"	"0"
"3453"	"3"	"1"	"11"	"2"	"400"	"26"	"4"	"8"	"44"	"8"	"1"	"10"	"6"	"1"	"31"	"2"	"7"	"0"	"14"	"4"	"0"	"1"	"7"	"0"	"7"	"2"	"0"	"15"	"11"	"8"	"4"	"0"	"0"	"0"	"0"	"221"	"221"	"40"	"23"	"0"	"284"	"284"	"1"	"0"
"3454"	"3"	"1"	"11"	"2"	"400"	"29"	"1"	"4"	"37"	"4"	"4"	"12"	"5"	"0"	"49"	"0"	"0"	"3"	"17"	"8"	"3"	"1"	"3"	"2"	"4"	"7"	"2"	"15"	"10"	"5"	"6"	"0"	"0"	"0"	"0"	"231"	"231"	"49"	"25"	"0"	"305"	"305"	"1"	"0"
"3455"	"3"	"1"	"11"	"2"	"400"	"30"	"3"	"13"	"39"	"7"	"2"	"13"	"8"	"0"	"29"	"3"	"3"	"4"	"19"	"10"	"2"	"1"	"3"	"0"	"5"	"5"	"0"	"17"	"4"	"1"	"7"	"0"	"0"	"0"	"0"	"228"	"228"	"43"	"28"	"0"	"299"	"299"	"1"	"0"
"3456"	"3"	"1"	"11"	"2"	"400"	"19"	"2"	"7"	"24"	"8"	"1"	"12"	"6"	"0"	"34"	"1"	"4"	"2"	"21"	"6"	"3"	"1"	"5"	"2"	"4"	"5"	"2"	"17"	"7"	"4"	"16"	"0"	"0"	"0"	"0"	"213"	"213"	"38"	"20"	"0"	"271"	"271"	"1"	"0"
"3457"	"3"	"1"	"11"	"2"	"400"	"20"	"9"	"10"	"24"	"3"	"2"	"2"	"10"	"1"	"39"	"3"	"2"	"3"	"19"	"18"	"0"	"2"	"9"	"2"	"2"	"5"	"2"	"14"	"10"	"4"	"9"	"0"	"0"	"0"	"0"	"219"	"224"	"29"	"14"	"0"	"262"	"267"	"0"	"0"
"3458"	"3"	"1"	"11"	"2"	"409"	"24"	"6"	"21"	"27"	"6"	"1"	"1"	"6"	"0"	"43"	"4"	"3"	"7"	"27"	"8"	"1"	"1"	"6"	"1"	"4"	"9"	"1"	"15"	"9"	"2"	"17"	"0"	"0"	"0"	"0"	"250"	"250"	"38"	"17"	"0"	"305"	"305"	"1"	"0"
"3459"	"3"	"1"	"11"	"2"	"400"	"29"	"8"	"7"	"31"	"6"	"1"	"10"	"8"	"2"	"30"	"3"	"5"	"3"	"13"	"6"	"3"	"7"	"4"	"3"	"5"	"4"	"0"	"17"	"0"	"6"	"12"	"0"	"0"	"0"	"0"	"223"	"223"	"30"	"30"	"0"	"283"	"283"	"1"	"0"
"3460"	"3"	"1"	"11"	"2"	"400"	"23"	"6"	"7"	"19"	"6"	"3"	"6"	"7"	"0"	"41"	"1"	"0"	"4"	"11"	"4"	"0"	"1"	"8"	"1"	"10"	"3"	"1"	"23"	"9"	"0"	"12"	"0"	"0"	"0"	"0"	"206"	"206"	"32"	"17"	"0"	"255"	"255"	"1"	"0"
"3461"	"3"	"1"	"11"	"2"	"398"	"21"	"8"	"11"	"28"	"7"	"3"	"5"	"4"	"1"	"40"	"3"	"3"	"9"	"17"	"10"	"1"	"1"	"4"	"6"	"4"	"3"	"0"	"20"	"6"	"4"	"20"	"0"	"0"	"0"	"0"	"239"	"239"	"18"	"11"	"5"	"268"	"268"	"1"	"0"
"3462"	"3"	"1"	"11"	"2"	"214"	"11"	"3"	"10"	"14"	"3"	"1"	"5"	"5"	"0"	"19"	"0"	"2"	"0"	"8"	"6"	"2"	"2"	"8"	"3"	"1"	"2"	"1"	"21"	"5"	"5"	"11"	"0"	"0"	"0"	"0"	"148"	"148"	"16"	"8"	"0"	"172"	"172"	"1"	"0"
"3463"	"3"	"1"	"11"	"2"	"214"	"26"	"1"	"4"	"10"	"7"	"0"	"2"	"4"	"0"	"22"	"1"	"3"	"2"	"12"	"5"	"0"	"0"	"2"	"0"	"1"	"3"	"0"	"20"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"133"	"133"	"16"	"7"	"0"	"156"	"156"	"1"	"0"
"3464"	"3"	"1"	"11"	"2"	"400"	"34"	"3"	"4"	"37"	"2"	"1"	"18"	"5"	"0"	"30"	"1"	"1"	"2"	"12"	"8"	"4"	"1"	"4"	"0"	"5"	"4"	"0"	"25"	"12"	"6"	"6"	"0"	"0"	"0"	"0"	"225"	"225"	"21"	"26"	"0"	"272"	"272"	"1"	"0"
"3465"	"3"	"1"	"11"	"2"	"400"	"35"	"5"	"8"	"33"	"0"	"1"	"13"	"6"	"0"	"31"	"1"	"6"	"5"	"8"	"6"	"0"	"1"	"8"	"0"	"5"	"4"	"0"	"18"	"13"	"2"	"5"	"0"	"0"	"0"	"0"	"214"	"214"	"30"	"36"	"0"	"280"	"280"	"1"	"0"
"3466"	"3"	"1"	"11"	"2"	"400"	"37"	"1"	"4"	"49"	"4"	"1"	"16"	"6"	"1"	"28"	"0"	"4"	"1"	"10"	"7"	"0"	"1"	"6"	"1"	"8"	"7"	"0"	"25"	"13"	"3"	"9"	"0"	"0"	"0"	"0"	"242"	"242"	"35"	"25"	"0"	"302"	"302"	"1"	"0"
"3467"	"3"	"1"	"11"	"2"	"400"	"42"	"2"	"3"	"58"	"2"	"4"	"10"	"7"	"0"	"28"	"2"	"1"	"6"	"5"	"9"	"0"	"2"	"7"	"1"	"4"	"2"	"0"	"21"	"10"	"5"	"10"	"0"	"0"	"0"	"0"	"241"	"241"	"29"	"30"	"0"	"300"	"300"	"1"	"0"
"3468"	"3"	"1"	"11"	"2"	"400"	"41"	"4"	"3"	"46"	"2"	"2"	"17"	"4"	"1"	"21"	"0"	"0"	"4"	"3"	"9"	"0"	"0"	"4"	"1"	"1"	"3"	"2"	"31"	"6"	"3"	"10"	"0"	"0"	"0"	"0"	"218"	"218"	"35"	"39"	"0"	"292"	"292"	"1"	"0"
"3469"	"3"	"1"	"11"	"2"	"400"	"42"	"3"	"1"	"54"	"4"	"2"	"14"	"2"	"3"	"37"	"1"	"1"	"2"	"8"	"9"	"0"	"0"	"5"	"1"	"2"	"1"	"2"	"30"	"7"	"4"	"12"	"0"	"0"	"0"	"0"	"247"	"247"	"18"	"33"	"0"	"298"	"298"	"1"	"0"
"3470"	"3"	"1"	"11"	"2"	"400"	"37"	"1"	"4"	"49"	"8"	"1"	"4"	"3"	"0"	"36"	"0"	"3"	"4"	"5"	"8"	"0"	"0"	"5"	"0"	"3"	"3"	"1"	"27"	"10"	"7"	"13"	"0"	"0"	"0"	"0"	"232"	"232"	"20"	"35"	"0"	"287"	"287"	"1"	"0"
"3471"	"3"	"1"	"11"	"2"	"400"	"38"	"10"	"8"	"31"	"7"	"2"	"21"	"2"	"1"	"37"	"3"	"1"	"5"	"7"	"7"	"0"	"0"	"2"	"1"	"1"	"3"	"1"	"21"	"8"	"5"	"19"	"0"	"0"	"0"	"0"	"241"	"241"	"19"	"18"	"0"	"278"	"278"	"1"	"0"
"3472"	"3"	"1"	"11"	"2"	"400"	"51"	"1"	"9"	"35"	"3"	"0"	"13"	"8"	"1"	"27"	"3"	"2"	"1"	"7"	"4"	"0"	"2"	"4"	"0"	"2"	"4"	"1"	"34"	"9"	"3"	"8"	"0"	"0"	"0"	"0"	"232"	"232"	"11"	"11"	"0"	"254"	"254"	"1"	"0"
"3473"	"3"	"1"	"11"	"2"	"400"	"41"	"3"	"3"	"36"	"2"	"2"	"11"	"6"	"2"	"34"	"1"	"1"	"1"	"12"	"7"	"1"	"1"	"7"	"1"	"0"	"6"	"2"	"25"	"11"	"3"	"9"	"0"	"0"	"0"	"0"	"228"	"228"	"22"	"24"	"0"	"274"	"274"	"1"	"0"
